"","date","transaction_id","quantity","typeName","type_id","unit_price","client_id","location_id","is_buy","is_personal","journal_ref_id"
"1","2018-02-24T18:29:19Z",4819302742,2,"Large Skill Injector",40520,814999999.99,96355827,1023164547009,FALSE,TRUE,15227070141
"2","2018-02-24T18:28:26Z",4819302092,3,"Large Skill Injector",40520,815000000,2113842926,1023164547009,FALSE,TRUE,15227066906
"3","2018-02-24T13:49:54Z",4819087486,8,"Large Ancillary Shield Booster",4391,126004.28,2112527205,60003760,TRUE,TRUE,15225983363
"4","2018-02-24T13:19:01Z",4819067582,1,"Large Ancillary Shield Booster",4391,126004.28,91024152,60003760,TRUE,TRUE,15225880797
"5","2018-02-24T12:26:12Z",4819034526,1,"Large Ancillary Shield Booster",4391,126004.28,94204380,60003760,TRUE,TRUE,15225708078
"6","2018-02-24T09:29:12Z",4818948637,1,"Large Ancillary Shield Booster",4391,126004.28,95631299,60003760,TRUE,TRUE,15225256211
"7","2018-02-24T08:45:16Z",4818924652,2,"Large Ancillary Shield Booster",4391,159000,92626749,60003760,FALSE,TRUE,15225128782
"8","2018-02-24T08:10:21Z",4818908323,1,"Large Ancillary Shield Booster",4391,159000,2113441815,60003760,FALSE,TRUE,15225038749
"9","2018-02-24T07:05:15Z",4818877440,1,"Large Ancillary Shield Booster",4391,159000,2113509846,60003760,FALSE,TRUE,15224875026
"10","2018-02-24T06:25:14Z",4818860611,1,"Large Ancillary Shield Booster",4391,159000,92633076,60003760,FALSE,TRUE,15224782644
"11","2018-02-24T06:12:47Z",4818855842,1,"Large Ancillary Shield Booster",4391,159000,96636867,60003760,FALSE,TRUE,15224756516
"12","2018-02-24T05:36:10Z",4818841100,1,"Large Ancillary Shield Booster",4391,159000,91571520,60003760,FALSE,TRUE,15224675870
"13","2018-02-24T03:31:18Z",4818786292,1,"Large Ancillary Shield Booster",4391,159000,2113769595,60003760,FALSE,TRUE,15224394105
"14","2018-02-24T03:18:33Z",4818781741,100,"Large Ancillary Shield Booster",4391,126004.28,1651953118,60003760,TRUE,TRUE,15224367607
"15","2018-02-24T03:13:14Z",4818779482,1,"Large Ancillary Shield Booster",4391,159000,1333385425,60003760,FALSE,TRUE,15224355465
"16","2018-02-24T03:00:45Z",4818774029,2,"Large Ancillary Shield Booster",4391,126004.28,94371105,60003760,TRUE,TRUE,15224326778
"17","2018-02-24T02:29:21Z",4818759749,1,"Large Ancillary Shield Booster",4391,159000,1813949254,60003760,FALSE,TRUE,15224255503
"18","2018-02-24T02:08:36Z",4818749964,3,"Large Ancillary Shield Booster",4391,159000,2113376364,60003760,FALSE,TRUE,15224206685
"19","2018-02-24T02:04:10Z",4818748186,1,"Large Ancillary Shield Booster",4391,159000,1681012773,60003760,FALSE,TRUE,15224196747
"20","2018-02-24T01:53:07Z",4818742872,4,"Large Ancillary Shield Booster",4391,159000,440773276,60003760,FALSE,TRUE,15224170472
"21","2018-02-24T01:39:55Z",4818737112,1,"Large Ancillary Shield Booster",4391,126004.28,96528553,60003760,TRUE,TRUE,15224139821
"22","2018-02-24T01:36:16Z",4818735503,1,"Large Ancillary Shield Booster",4391,126004.28,1291242486,60003760,TRUE,TRUE,15224131613
"23","2018-02-24T01:26:58Z",4818730725,1,"Large Ancillary Shield Booster",4391,159000,96821099,60003760,FALSE,TRUE,15224108304
"24","2018-02-24T00:35:00Z",4818707685,1,"Large Ancillary Shield Booster",4391,159000,2113106867,60003760,FALSE,TRUE,15223986281
"25","2018-02-24T00:28:02Z",4818704356,1,"Large Ancillary Shield Booster",4391,159000,90089486,60003760,FALSE,TRUE,15223969738
"26","2018-02-23T23:52:22Z",4818685222,1,"Large Ancillary Shield Booster",4391,159000,2113106867,60003760,FALSE,TRUE,15223874198
"27","2018-02-23T23:34:16Z",4818674645,1,"Large Ancillary Shield Booster",4391,171301.96,95265730,60003760,FALSE,TRUE,15223821599
"28","2018-02-23T23:29:48Z",4818671873,7,"Large Ancillary Shield Booster",4391,126004.28,2113690787,60003760,TRUE,TRUE,15223808089
"29","2018-02-23T23:28:44Z",4818671281,5,"Large Ancillary Shield Booster",4391,159000,2113690787,60003760,FALSE,TRUE,15223805360
"30","2018-02-23T23:28:44Z",4818671279,2,"Large Ancillary Shield Booster",4391,159000,2113690787,60003760,FALSE,TRUE,15223805339
"31","2018-02-23T23:09:57Z",4818661732,3,"Skill Extractor",40519,353608003.94,644574749,60003760,TRUE,TRUE,15223753970
"32","2018-02-23T22:39:19Z",4818642922,2,"Large Ancillary Shield Booster",4391,159000,96335787,60003760,FALSE,TRUE,15223659139
"33","2018-02-23T22:10:38Z",4818624700,1,"Skill Extractor",40519,353608003,91704675,60003760,TRUE,TRUE,15223566197
"34","2018-02-23T22:01:00Z",4818619052,2,"Large Ancillary Shield Booster",4391,159000,1854908396,60003760,FALSE,TRUE,15223535883
"35","2018-02-23T21:57:59Z",4818617054,2,"Skill Extractor",40519,353608001,980893619,60003760,TRUE,TRUE,15223525154
"36","2018-02-23T01:19:33Z",4818008201,1,"Large Ancillary Shield Booster",4391,126004.13,2113465388,60003760,TRUE,TRUE,15220290830
"37","2018-02-23T01:00:40Z",4818000208,1,"Large Ancillary Shield Booster",4391,126004.13,2112283314,60003760,TRUE,TRUE,15220248340
"38","2018-02-23T00:50:17Z",4817995870,1,"Large Ancillary Shield Booster",4391,126004.13,91394919,60003760,TRUE,TRUE,15220225312
"39","2018-02-22T23:06:00Z",4817944841,4,"Large Ancillary Shield Booster",4391,126004.13,1117911715,60003760,TRUE,TRUE,15219962461
"40","2018-02-22T22:46:50Z",4817934417,4,"Large Ancillary Shield Booster",4391,126004.13,851546867,60003760,TRUE,TRUE,15219908472
"41","2018-02-22T22:41:11Z",4817930862,3,"Large Ancillary Shield Booster",4391,126004.13,1947958757,60003760,TRUE,TRUE,15219891422
"42","2018-02-22T22:40:16Z",4817930286,1,"Large Ancillary Shield Booster",4391,126004.13,96474137,60003760,TRUE,TRUE,15219888832
"43","2018-02-22T22:23:42Z",4817920355,3,"Large Ancillary Shield Booster",4391,126004.13,94581933,60003760,TRUE,TRUE,15219838713
"44","2018-02-22T22:08:33Z",4817909602,8,"Large Ancillary Shield Booster",4391,126004.13,540711840,60003760,TRUE,TRUE,15219787885
"45","2018-02-22T21:37:51Z",4817888540,17,"Large Ancillary Shield Booster",4391,126004.13,2112265639,60003760,TRUE,TRUE,15219685494
"46","2018-02-22T21:35:18Z",4817887188,1,"Torpedo Specialization",20213,6979985.93,863392629,60003760,TRUE,TRUE,15219677792
"47","2018-02-18T04:12:03Z",4814420028,200,"Nuclear Reactors",2352,113002,93508054,60003760,TRUE,TRUE,15201445933
"48","2018-02-18T01:23:36Z",4814342770,2633,"Condensates",2344,57896.99,183139135,60003760,FALSE,TRUE,15201048718
"49","2018-02-18T01:18:38Z",4814340447,474,"Guidance Systems",9834,90200.01,91272872,60003760,TRUE,TRUE,15201036695
"50","2018-02-18T01:01:42Z",4814332402,1,"Mobile Depot",33474,1472961.25,2113806897,60003760,FALSE,TRUE,15200995123
"51","2018-02-18T00:50:34Z",4814326535,1,"Mobile Depot",33474,1447596.92,95222705,60003760,FALSE,TRUE,15200965144
"52","2018-02-18T00:38:18Z",4814320648,2,"Mobile Depot",33474,1447596.92,680009682,60003760,FALSE,TRUE,15200934221
"53","2018-02-18T00:32:39Z",4814317728,1,"Mobile Depot",33474,1447596.92,93810806,60003760,FALSE,TRUE,15200919341
"54","2018-02-18T00:08:55Z",4814305201,1,"Mobile Depot",33474,1447596.92,2113684432,60003760,FALSE,TRUE,15200854448
"55","2018-02-18T00:08:25Z",4814304941,10,"Guidance Systems",9834,90200.01,619675838,60003760,TRUE,TRUE,15200853226
"56","2018-02-18T00:05:56Z",4814303582,1,"Mobile Depot",33474,1447596.92,141572617,60003760,FALSE,TRUE,15200845758
"57","2018-02-18T00:01:37Z",4814301163,1,"Mobile Depot",33474,1447596.92,2113684432,60003760,FALSE,TRUE,15200834567
"58","2018-02-18T00:00:46Z",4814300642,1,"Mobile Depot",33474,1447596.92,819187886,60003760,FALSE,TRUE,15200831255
"59","2018-02-18T00:00:44Z",4814300628,1,"Mobile Depot",33474,1447596.92,819187886,60003760,FALSE,TRUE,15200831184
"60","2018-02-18T00:00:42Z",4814300569,1,"Mobile Depot",33474,1447596.92,96232797,60003760,FALSE,TRUE,15200830991
"61","2018-02-17T23:55:36Z",4814297187,2,"Mobile Depot",33474,1447596.92,1678379458,60003760,FALSE,TRUE,15200815456
"62","2018-02-17T23:53:24Z",4814295800,1,"Large Ancillary Shield Booster",4391,174998,311170587,60003760,FALSE,TRUE,15200808910
"63","2018-02-17T23:51:43Z",4814294756,1,"Large Ancillary Shield Booster",4391,174999.98,2113381693,60003760,FALSE,TRUE,15200803973
"64","2018-02-17T14:28:24Z",4813861498,1,"Large Ancillary Shield Booster",4391,126002,2112904926,60003760,TRUE,TRUE,15198651317
"65","2018-02-17T13:42:10Z",4813829521,1,"Large Ancillary Shield Booster",4391,126002,96033617,60003760,TRUE,TRUE,15198488010
"66","2018-02-17T13:25:53Z",4813819159,3,"Large Ancillary Shield Booster",4391,126002,2112901124,60003760,TRUE,TRUE,15198433699
"67","2018-02-17T12:36:09Z",4813787813,200,"High-Tech Transmitters",17898,95172.1,96799326,60003760,TRUE,TRUE,15198269739
"68","2018-02-17T11:31:58Z",4813752185,1,"Mobile Depot",33474,1447996.92,95717121,60003760,FALSE,TRUE,15198084593
"69","2018-02-17T11:30:58Z",4813751452,1,"Mobile Depot",33474,1447996.92,2113171404,60003760,FALSE,TRUE,15198081676
"70","2018-02-17T11:29:11Z",4813750293,10,"Medium Energy Locus Coordinator II",31486,4899859.56,139775128,60003760,FALSE,TRUE,15198076586
"71","2018-02-17T11:26:29Z",4813749008,1,"Mobile Depot",33474,1447996.92,94222895,60003760,FALSE,TRUE,15198070741
"72","2018-02-17T11:24:09Z",4813748029,1,"Mobile Depot",33474,1447996.92,96831513,60003760,FALSE,TRUE,15198066160
"73","2018-02-17T11:22:22Z",4813747479,3,"Large Ancillary Shield Booster",4391,126002,95717121,60003760,TRUE,TRUE,15198063484
"74","2018-02-17T11:16:52Z",4813745529,1,"Mobile Depot",33474,1447996.92,94965392,60003760,FALSE,TRUE,15198055155
"75","2018-02-17T10:58:22Z",4813743121,3,"Mobile Depot",33474,1447996.92,1241213122,60003760,FALSE,TRUE,15198041323
"76","2018-02-17T10:49:46Z",4813738758,1,"Mobile Depot",33474,1447996.92,769918982,60003760,FALSE,TRUE,15198017593
"77","2018-02-17T10:45:04Z",4813736021,1,"Mobile Depot",33474,1447996.92,2113639887,60003760,FALSE,TRUE,15198003604
"78","2018-02-17T10:44:04Z",4813735507,1,"Mobile Depot",33474,1447996.92,2113792610,60003760,FALSE,TRUE,15198000378
"79","2018-02-17T10:41:50Z",4813734260,2,"Mobile Depot",33474,1447996.92,2113316760,60003760,FALSE,TRUE,15197994231
"80","2018-02-17T10:30:48Z",4813727997,718,"Condensates",2344,59899.99,97181345,60003760,FALSE,TRUE,15197961616
"81","2018-02-17T07:24:52Z",4813631462,535,"Smartfab Units",2351,97003,2113371738,60003760,TRUE,TRUE,15197454579
"82","2018-02-17T06:26:59Z",4813605552,67156,"Zydrine",39,794.33,2112253344,60003760,TRUE,TRUE,15197320933
"83","2018-02-17T05:44:30Z",4813588831,8,"Zydrine",39,794.33,94387041,60003760,TRUE,TRUE,15197230396
"84","2018-02-17T05:36:07Z",4813585274,5694,"Zydrine",39,794,96369509,60003760,TRUE,TRUE,15197211934
